,0,1
1665,یه ربعه دهرم میخندم و تاسف میخورم به حال خودم و مملکتم که چنین استعدادهایی باید از مملکت مهاجرت کنند ولی پخمگان و بی استعدادهایی مانند رامبد جوان و باید برای ملت مظلوم ایران ادا و اطوار در بیارن آرزوی سلامتی همه هنرمندان خارج از کشور را از خداوند بلند مرتبه خواهانم,"""تنفر"""
1666,به نظرم دیگه بسه دیگه برگرد,"""تنفر"""
1667,بنظر من جفتتون در حد همدیگه هستید از نظر شخصیتمبارکه,"""تنفر"""
1668,دمت گرم پستت عالیه خاک بر سر نفهمی مثل این که فکر می‌کنه همه مثل خودش و آخوندهای اشغالی گاو و خرند خدا نابودشان کنه ایشالله,"""تنفر"""
1669,خدا لعنتت کنه پدر سگ,"""تنفر"""
1670,سیناتوبااین حرفات وکنایه زدنت به آخونداانگارکه ناموسشون روجلوشون گائیدی,"""تنفر"""
1671,حاجی برچی با تتلو شدی آبرتو بردی,"""تنفر"""
1672,سینما که نیست فاحشه خونستخوب سحرخانوم بازیگروفوتبالیست وخواننده اززیردستتون تست شدن بهتره ازحاجی بازاری هم یه تستربندازی,"""تنفر"""
1673,عشق تون همیشگی و پایدار,"""غیرتنفر"""
1674,خبر دار شدیم جدیدن زیر خواب تتلو شدی,"""تنفر"""
1675,سوزاک اچ پی وی اچ آی وی سیفلیس تبخال و همه رو تتلو انتقال میده,"""تنفر"""
1676,بخاطر حسادتهای زنکی و رقابهاتی الکی رفته با تتو ولکی ببین خاک تو سرت بی ارزش میگه ازدواج کرده گناه ک نکرده,"""تنفر"""
1677,اینا فازشون از گذاشتن این پستای مزخرف چیه,"""تنفر"""
1678,مرگ بر سید دلیک خامنه‌ای و پا ماسداران مرگ بر اصل ولایت فقیه,"""تنفر"""
1679,تست ایدز بده سحر چطوری جرات میکنی بایکی مثل تتلوباشی,"""تنفر"""
1680,دیشب خواب تو رو دیدم سحر جون تو خواب تو رو داشتم میکردم,"""تنفر"""
1681,امیدوارم بهترین لحظه هارو کنارش سپری کنی,"""غیرتنفر"""
1682,بهترین کار را انجام دادی رفتی راحت شدی,"""غیرتنفر"""
1683,سیناسینا شوگر مامی از تو انتظار نداشتیم,"""تنفر"""
1684,خب منم ازین گربه‌ها میخام,"""غیرتنفر"""
1685,انقد تاثیر گذا بودا فشارم افتاد,"""تنفر"""
1686,از افغانستان بیای بدون بازی عجیب و غریبی بمعروف شی محبوب شی بعدم زن یه سوپر استار معروف شی تو پول و خوشبختی برقصی خدا باهاش نیس کی باهاشه,"""غیرتنفر"""
1687,دل وجانی ای دل وجانم ب,"""غیرتنفر"""
1688,کاش ی خورده سرمون تو زندگی خودمون بود و به زندگی کسی کاری نداشتیم همه‌ی ما وقتی کسی بخواد تو زندگیمون سرک بکشن میشیم آدم معلومه کاش یخورده انسان باشیم,"""غیرتنفر"""
1689,سکینه جان اون روسری را سرت کن,"""تنفر"""
1690,فگر کنم خانوم وزیری که تتل میگفت همین سحر جونه,"""غیرتنفر"""
1691,این تتلو چی داشت آخه حیف تو نبود,"""تنفر"""
1692,حالا صحت داره یانه یه ماه دیگه نگین شوخی بودش,"""غیرتنفر"""
1693,نه تورو قرآن تو دیگه خودت رو دفتر نقاشی نکن,"""تنفر"""
1694,عاشقم کردی مادرم هم میگفت آدم فقط یکبار عاشق میشه,"""غیرتنفر"""
1695,الهی شکر حالتون خوبه کنار هم,"""غیرتنفر"""
1696,تموم شد تا گذار بود,"""غیرتنفر"""
1697,یعنی دست صدم هم نیستی همه یه دور باهات زدن,"""تنفر"""
1698,توروخدا پیج این یارو دو گیگی رو بهم بدین من دو ساله کلی فحش تو دلم مونده,"""تنفر"""
1699,فرشته‌ی مهربون ممنون برای این عکس قشنگ,"""غیرتنفر"""
1700,بستنی قیفی سفر علمی هم میخاد بره شامش دیر شده یا ناهار دورهم نخوردن,"""تنفر"""
1701,مبارک باشه انشاالله خوشبخت بشین,"""غیرتنفر"""
1702,راسته با تتلو تیک زدی یا دروغه,"""غیرتنفر"""
1703,رییسی لجنی زد با این مسئولین که سرکار اورده که رضاشاه هم بیاد نمیتونه کثافت کاریهای این مردک رو درست کنه توی شش ماه گوه کاری نبوده که نکنه ببین توی چهار سال دیگه چیزی از این مملکت باقی میمونه,"""تنفر"""
1704,نفر بعد پویان نجفه عایا,"""تنفر"""
1705,هر جا پول باشد لخت شدن هم راحته برات,"""تنفر"""
1706,میلیون نفرر,"""تنفر"""
1707,با تتل تیک زدی خانوم,"""غیرتنفر"""
1708,سحر توی نیسان آبی چه نقشی رو داره,"""غیرتنفر"""
1709,لامصبا اصلا طلبشونم تمومی نداره,"""تنفر"""
1710,تو این عکس اصلا خوب نیفتادی,"""تنفر"""
1711,این ملت هر کسی را در صفحه تلویزیون می‌بینند احساس می‌کنند شخصیت مهمی می‌بینند احساس خود بزرگ بینی افراد حقیری مثل شما زاییده فکر ملتی که انگار از پشت کوه آمده‌اند در جامعه‌ای که بی سواد پروری بیداد کند بزرگترین منبع درآمد میشود جهل مردم,"""تنفر"""
1712,تتلو بی آبروعه پس فردا تا رنگ سولاختو استوری میکنه,"""تنفر"""
1713,عالی گفتی برای مفت خورا,"""تنفر"""
1714,چقدر مظلوم شدی تو خونه تتلو,"""غیرتنفر"""
1715,معلوم نیست چتد بار لاش زده,"""تنفر"""
1716,کاش میموندی فیلم‌های خوبی درست کردی حالا ب منم ربطی ندارد الان من عشقم تتلوه ولی کلا,"""غیرتنفر"""
1717,دنیا جهانبخت جلو شما کم اورده سحرجان,"""تنفر"""
1718,خدا به راه راست هدایتت کنه,"""تنفر"""
1719,اوه چقد تتلیتی ریخته اینجا,"""غیرتنفر"""
1720, خانم اسماعیلیو جلوشو بگیر زریجون,"""غیرتنفر"""
1721,ولی خداییش اون برادر عزیزت نمیگه این چ کاری بود کردی توهم مث ریحانه پارسا میوفتی دست اینو اون خراب کردی گلم,"""تنفر"""
1722,هشتاد و پنج میلیون ایرانی داخل و چهارده میلیون ایرانی خارج همه فهمیدن و میدونن,"""غیرتنفر"""
1723,میدونم توهم مشکل هایی تو زندگیت داری و تلاش میکنی که به هدف هات برسی و مشکلاتت تموم بشه اما دعای امروز من اینه که اول از همه سالم و سرحال باشی و مشکلاتت حل بشه و به هرچیزی که تو هدفت هست برسی,"""غیرتنفر"""
1724, هر کسی حساب کارش دست خودشه,"""غیرتنفر"""
1725,مبارک باشه میگن با مدار رنگی رل زدی,"""تنفر"""
1726,بعد دنیا و مهراد سحر و امیر طبیعیه اینم حامله میشع برمیگرده,"""غیرتنفر"""
1727,پول‌های جمشید چی شد,"""غیرتنفر"""
1728,چیز امیر تتلو چند سانت بود,"""تنفر"""
1729,همه رو به یه چشم نگاه کن خودت رو تنهاتر کن و فقط خدا رو لمس کن شاید فرق شجاعت و حماقت رو آموختی,"""غیرتنفر"""
1730,براتون بهترینارو آرزو میکنم عزیزم عشقتون پایدار حال دلتون خوش,"""غیرتنفر"""
1731,از تتل چه خبر حاج خانوم,"""غیرتنفر"""
1732,خوشبخت باشین خوش قلب‌ها,"""غیرتنفر"""
1733,بابا شوهرمو بیارید بزارید سرجاش چند بار بگم,"""غیرتنفر"""
1734,تتل بگیر نیست فقط بکونه,"""تنفر"""
1735,درضمن پول جمشید بنده خدا رو هم پس بده,"""تنفر"""
1736,اون تتل دفتر نقاشی چی داره,"""تنفر"""
1737,من اومدم فقط کامنت بخونموگور شریفموگم کنم,"""غیرتنفر"""
1738,البته نه همه زنان زنی که بچه اخوند تربیت کنه از یه حیوون کمتره,"""تنفر"""
1739,خداییش حالت بهم نمیخوره وقتی بغل اون آفتاب پرست میخوابی,"""تنفر"""
1740,من یکی فکر نمیکردم بری پیش تتلوهنوزم باورم نمیشه,"""غیرتنفر"""
1741,این ملکت دسته امسال تو افتاده که توش هر قاطی بخوان میکنند,"""تنفر"""
1742,خداروشکر این دفعه آدمونه بودید,"""تنفر"""
1743,انشااللع ب پای هم پیرشین تتل بچ خوبیه فق بپاامارتووقتی جداشدین نزارتوسایتا,"""غیرتنفر"""
1744,همیگن امیر کار خودشو کرده,"""غیرتنفر"""
1745,حالا فکرشو بکن سحر بچه دار شه بعد از هم جدا میشن جدی امانش خیلی خیلی بالاست,"""غیرتنفر"""
1746,زندگیتون سرشار از عشق و شادی,"""غیرتنفر"""
1747,تموم شدخیلی تاثیر گذار بود,"""غیرتنفر"""
1748,تتلو بعد کات کردن آمار نقطه به نقطه بدنتو با گوگل مپ میزاره,"""تنفر"""
1749,جدی جدی با تتلو تیک زدی‌ها,"""غیرتنفر"""
1750, پشمام چفیه آقا رو تو کلکسیون داری تو دست هر چی سوبر و ملا هست از پشت بستی ستون نمونه بارز مغزای جهان سومی,"""تنفر"""
1751,سلام صبح بخیر کرکره کامنتو میدم بالا,"""غیرتنفر"""
1752,چون دیدی کسی تو رو نمیخواد برا ازدواج رفتی با تتلو به هر حال بچه هم داشته باشی برا رفع تکلیف بازم خوبه,"""تنفر"""
